text,label
"Taller de participación para padres programado para el jueves por la tarde: desarrollo integral del menor a través de la educación en valores y gratitud.",spain_school
"Sesiones de tutoría por la mañana disponibles para la preparación de las pruebas oficiales, ayuda extra ofrecida en matemáticas y lectura.",spain_school
"Notificación de comentario de entrega en Alexia para el proyecto de análisis de personajes de Emma, comentarios del profesor ya disponibles online.",spain_school
"Encuesta de recogida de datos para el proyecto de la feria de ciencias activa, participad una sola vez a través del enlace del portal asignado.",spain_school
"Sesión del club de lectura pospuesta debido a un conflicto de horarios, la discusión final se traslada al siguiente martes por la tarde.",spain_school
"Confirmación de plaza de voluntariado para el puesto de control de paso de peatones escolar, turno de mañana de 7:45 a 8:15 AM en el CEIP San Pío X.",spain_school
"Continúa la venta de ladrillos solidarios de la campaña de primavera para el proyecto del paseo conmemorativo, opciones de grabado personalizado aún disponibles.",spain_school
"Se requiere autorización para la excursión escolar a la granja escuela, se están ultimando los detalles del transporte en autocar y el servicio de comida.",spain_school
"Boletín semanal del CEIP El Tejar disponible online, actualizaciones sobre la fiesta de primavera y las campañas de recaudación incluidas esta semana.",spain_school
"Notificación de tarea para el proyecto de narrativa digital, presentación multimedia con fecha de entrega para el próximo viernes con rúbrica adjunta.",spain_school
"La reserva de citas para las reuniones de tutoría con las familias se abre el lunes, inscríbase en turnos de 15 minutos a través del sistema de cita online.",spain_school
"Cambios en el menú del comedor escolar con efecto inmediato, nuevas opciones saludables y alternativas libres de alérgenos ya disponibles todos los días.",spain_school
"Entregas para la muestra de arte programadas para mañana para la exposición anual de alumnos, se aceptan porfolios digitales a través del portal del aula virtual.",spain_school
"Enviadas las notificaciones de asignación para el programa de refuerzo y apoyo a la lectura, los servicios de ayuda adicional comienzan el próximo lunes por la mañana.",spain_school
"Audiciones del club de teatro programadas para la producción del musical de primavera, fechas de segundas pruebas y calendario de ensayos publicados online.",spain_school
"Sesiones extraordinarias para exámenes perdidos disponibles el jueves, contacte con el departamento de orientación para agendar las pruebas pendientes.",spain_school
"La feria del libro de la biblioteca comienza la próxima semana, tarde de presentación para las familias el lunes con precios de descuento especiales.",spain_school
"Distribuida la información sobre las votaciones del consejo escolar, discursos de los candidatos programados para el viernes durante los turnos del recreo.",spain_school
"Recordatorio del uniforme de educación física para actividades al aire libre, se requiere ropa adecuada para el clima según las normas de seguridad.",spain_school
"Anunciadas las pruebas de selección para el equipo de competición de matemáticas, evaluación de resolución de problemas programada para alumnos de 5º interesados.",spain_school
"Aprobada la ampliación del programa de clases de apoyo extraescolares, ya están disponibles asignaturas adicionales y nuevos turnos horarios.",spain_school
"Sobres de matrícula de Educación Infantil disponibles en la secretaría del centro, se adjunta la lista de documentación requerida para las nuevas familias.",spain_school
"El ensayo general del concierto de la banda escolar se traslada al miércoles, los requisitos de vestuario y la hora de llegada se han actualizado.",spain_school
"Programado un taller de integración tecnológica para familias, aprenda sobre ciudadanía digital y recursos de seguridad en internet.",spain_school
"Publicadas las actualizaciones de la lista de material escolar para el próximo curso académico, requisitos por cursos y descuentos de proveedores incluidos.",spain_school
"Enviada la notificación del calendario de simulacros de emergencia, prácticas de evacuación por incendios y condiciones climáticas planeadas para el jueves.",spain_school
"Plazo de reserva del libro de graduación ampliado hasta el viernes, opciones de personalización y planes de pago todavía disponibles online.",spain_school
"Formularios médicos para las actividades deportivas de primavera obligatorios para antes del 1 de marzo, la enfermería agenda citas para revisiones físicas.",spain_school
"Publicados los resultados del torneo del club de ajedrez, enhorabuena al equipo del IES Carlos Bousoño por su clasificación para la fase autonómica.",spain_school
"Organizado un almuerzo de agradecimiento para los profesores sustitutos, se necesitan coordinadores voluntarios para ayudar con el catering y montaje el jueves.",spain_school
"Abierto el plazo de entrega de artículos para el periódico escolar del mes de abril, se animan las aportaciones de escritura creativa y fotografía de todos los cursos.",spain_school
"El orden del día de la reunión de la AMPA incluye el debate sobre la renovación de las zonas de juego del patio, se solicita la opinión de los padres para la elección.",spain_school
"Abierta la convocatoria para ponentes en las jornadas de orientación profesional, se buscan profesionales para compartir su experiencia con alumnos de 4º y 5º de Primaria.",spain_school
"El cajón de objetos perdidos ha llegado a su capacidad máxima, las prendas no reclamadas se donarán a una ONG local tras la recogida de este viernes.",spain_school
"Enviada la invitación para el acto de entrega de menciones de honor académicas, la celebración del reconocimiento al cuadro de honor está prevista para el próximo jueves por la tarde.",spain_school
"Anuncio del lanzamiento del programa de lectura de verano, listas de libros recomendados por edades e incentivos de participación ya disponibles en la web.",spain_school
"Foro de candidatos a la junta de la AMPA programado en el centro juvenil, debates sobre proyectos educativos abiertos a todos los vecinos del municipio.",spain_school
"Recordatorio de la normativa de convivencia y asistencia distribuido a las familias, procedimientos para justificar faltas y retrasos descritos en la agenda escolar.",spain_school
"Se intensifican los entrenamientos del equipo de la Olimpiada Científica, sesiones de preparación para la fase autonómica programadas para grupos de estudio el fin de semana.",spain_school
"Publicada vacante para el puesto de auxiliar de control y control de accesos escolares, turnos de mañana y tarde disponibles para demandantes de empleo de la localidad.",spain_school
"Emitido el aviso público de la reunión de presupuestos de la concejalía de educación, sesión de planificación del año fiscal abierta a la asistencia de los vecinos.",spain_school
"Comienza la campaña de venta de papeletas del club de robótica, los gastos de viaje para la competición nacional de ingeniería necesitan el apoyo de patrocinadores locales de inmediato.",spain_school
"Citas de revisión médica programadas para todos los alumnos de 1º de Infantil, evaluaciones de vista y oído realizadas por el equipo de orientación.",spain_school
"Cambios en las rutas del autobús escolar vigentes a partir del lunes, ubicaciones de las paradas y horarios de recogida actualizados para el segundo trimestre.",spain_school
"Lanzada campaña de recogida de material de plástica, las aulas de Bachillerato de Artes del IES María de Zayas necesitan materiales básicos para próximos proyectos creativos.",spain_school
"Lugar del acto de graduación confirmado para los alumnos de 2º de Bachillerato del IES María de Zayas y Sotomayor, información sobre las invitaciones distribuida a las familias de los graduados.",spain_school
